Order ID,Order Date,Ship Date,Region,State,City,Category,Sub-Category,Sales,Profit,Quantity,Discount,Shipping Cost
ORD-1493,08-2023,08-2023,West,Texas,Houston,Furniture,Tables,816.81,181.51,4,0.5,36.4
ORD-1494,01-2023,01-2023,West,California,San Diego,Furniture,Bookcases,705.77,41.4,6,0.1,26.04
ORD-1495,10-2023,10-2023,Central,Georgia,Atlanta,Technology,Copiers,239.25,-27.75,7,0.5,13.58
ORD-1496,04-2022,04-2022,Central,New York,Buffalo,Furniture,Tables,933.56,-22.27,1,0.5,26.68
ORD-1497,01-2022,01-2022,West,Washington,Seattle,Technology,Phones,184.87,-25.89,6,0.4,35.81
ORD-1498,12-2022,01-2023,West,New York,New York City,Technology,Phones,251.45,-51.44,7,0,44.75
ORD-1499,02-2022,02-2022,West,Ohio,Columbus,Technology,Copiers,630.22,-82.88,3,0.5,41.26
ORD-1500,09-2022,09-2022,West,Illinois,Peoria,Technology,Copiers,918.42,260.04,10,0.4,14.63
ORD-1501,04-2022,04-2022,South,Illinois,Peoria,Technology,Copiers,612.21,-94.91,3,0.4,37.34
ORD-1502,03-2022,03-2022,East,New York,Buffalo,Technology,Accessories,825.55,357.27,2,0.1,37.41
ORD-1503,05-2022,05-2022,South,Washington,Seattle,Furniture,Bookcases,784.98,151.49,10,0.4,33.59
ORD-1504,10-2023,10-2023,Central,Washington,Spokane,Furniture,Tables,70.11,-3.18,3,0.4,40.2
ORD-1505,12-2023,12-2023,East,Florida,Miami,Furniture,Chairs,237.64,52.98,6,0.3,39.06
ORD-1506,08-2022,08-2022,South,Texas,Austin,Furniture,Bookcases,884.98,21.9,6,0.3,49.42
ORD-1507,07-2023,07-2023,South,Texas,Dallas,Office Supplies,Binders,589.88,12.84,10,0.4,15.76
ORD-1508,06-2022,06-2022,East,Georgia,Savannah,Furniture,Bookcases,108.8,-26.77,8,0,14.36
ORD-1509,03-2022,03-2022,West,Texas,Houston,Office Supplies,Paper,878.33,-20.46,2,0.5,27.69
ORD-1510,06-2022,06-2022,West,Texas,Houston,Technology,Copiers,261.43,74.05,6,0,44.27
ORD-1511,02-2022,02-2022,East,New York,Rochester,Furniture,Tables,81.65,-7.97,10,0.4,25.1
ORD-1512,08-2022,08-2022,South,Ohio,Cincinnati,Technology,Phones,944.61,67.34,5,0.5,22.06
ORD-1513,11-2023,11-2023,West,Florida,Orlando,Technology,Phones,430.61,-47.45,10,0.3,39.51
ORD-1514,11-2022,12-2022,Central,New York,New York City,Furniture,Chairs,511.17,-18.97,1,0.2,16.65
ORD-1515,10-2023,10-2023,South,New York,New York City,Technology,Phones,579.32,108.79,8,0,24.3
ORD-1516,01-2022,01-2022,East,Ohio,Columbus,Furniture,Tables,353.36,-97.21,2,0,36.59
ORD-1517,01-2022,01-2022,Central,Ohio,Cincinnati,Office Supplies,Labels,405.55,80.4,9,0.5,48.24
ORD-1518,05-2023,05-2023,East,Texas,Austin,Office Supplies,Paper,601.03,58.56,3,0.5,12.44
ORD-1519,04-2022,04-2022,South,Ohio,Columbus,Office Supplies,Binders,833.43,-80.53,1,0,49.27
ORD-1520,12-2022,01-2023,West,New York,Rochester,Office Supplies,Binders,619.59,75.33,4,0.3,19.44
ORD-1521,04-2023,04-2023,West,Texas,Dallas,Technology,Copiers,655.52,6.52,1,0,7.78
ORD-1522,03-2023,04-2023,South,Illinois,Chicago,Furniture,Tables,915.15,-80.6,6,0.5,20.02
ORD-1523,06-2023,06-2023,Central,Florida,Miami,Office Supplies,Paper,385.19,-50.35,6,0.5,8.95
ORD-1524,11-2023,11-2023,West,Illinois,Chicago,Office Supplies,Paper,57.88,14.4,1,0.3,24.99
ORD-1525,03-2022,03-2022,West,New York,Buffalo,Furniture,Tables,228.14,83.02,6,0.1,9.23
ORD-1526,11-2023,11-2023,East,Washington,Tacoma,Office Supplies,Labels,750.79,154.84,6,0.3,49.71
ORD-1527,02-2023,02-2023,West,Ohio,Cincinnati,Furniture,Bookcases,714.28,164.64,4,0.5,17.26
ORD-1528,07-2023,08-2023,Central,Texas,Austin,Technology,Phones,27.03,3.86,3,0.2,44.16
ORD-1529,04-2022,04-2022,South,Georgia,Savannah,Office Supplies,Labels,945.87,-162.83,1,0.2,36.78
ORD-1530,02-2023,02-2023,West,Washington,Spokane,Technology,Copiers,387.06,-64.86,2,0,40.5
ORD-1531,07-2022,07-2022,South,Texas,Austin,Furniture,Bookcases,450.67,-42.72,9,0.2,7.74
ORD-1532,10-2022,10-2022,Central,Illinois,Springfield,Office Supplies,Paper,443.07,-72.62,8,0.3,20.64
ORD-1533,04-2023,04-2023,South,California,San Francisco,Office Supplies,Labels,166.83,9.87,7,0.5,9.86
ORD-1534,09-2023,10-2023,South,Florida,Orlando,Office Supplies,Labels,318.63,-24.71,8,0.2,21.68
ORD-1535,11-2022,11-2022,Central,New York,Rochester,Technology,Phones,104.56,-1.23,9,0.5,36.92
ORD-1536,05-2022,06-2022,Central,Texas,Austin,Office Supplies,Labels,983.58,118.27,9,0.5,32.53
ORD-1537,11-2023,12-2023,East,Ohio,Cincinnati,Office Supplies,Paper,786.19,134.02,3,0.5,11.88
ORD-1538,05-2022,05-2022,Central,Washington,Tacoma,Office Supplies,Paper,520.61,60.41,5,0.2,37.46
ORD-1539,04-2023,04-2023,South,Florida,Orlando,Office Supplies,Paper,884.57,241.4,2,0.3,29.39
ORD-1540,01-2023,01-2023,West,New York,Buffalo,Office Supplies,Labels,468.4,-8.81,5,0.2,14.26
ORD-1541,02-2023,02-2023,Central,Illinois,Peoria,Office Supplies,Binders,487.92,30.72,3,0.5,29.11
ORD-1542,09-2022,09-2022,South,Washington,Seattle,Furniture,Bookcases,783.38,35.54,4,0.2,32.52
ORD-1543,02-2023,02-2023,South,Florida,Tampa,Technology,Accessories,79.89,-18.82,9,0.2,24.54
ORD-1544,05-2022,05-2022,South,Illinois,Springfield,Furniture,Chairs,51.08,5.67,2,0.2,40.37
ORD-1545,02-2023,02-2023,West,New York,Buffalo,Office Supplies,Paper,12.89,3.05,3,0.5,15.22
ORD-1546,07-2023,07-2023,South,California,San Diego,Office Supplies,Labels,778.7,118.65,4,0,5.59
ORD-1547,06-2023,06-2023,West,California,Los Angeles,Technology,Copiers,565.66,-29.2,7,0.2,15.66
ORD-1548,02-2022,02-2022,East,Georgia,Savannah,Technology,Phones,320.07,-50.32,1,0.4,16.53
ORD-1549,07-2023,07-2023,East,New York,Rochester,Office Supplies,Labels,82.1,15.53,1,0.4,47.81
ORD-1550,12-2022,12-2022,East,Washington,Tacoma,Furniture,Bookcases,747.2,-137.93,3,0.1,37.9
ORD-1551,01-2023,01-2023,East,Illinois,Springfield,Office Supplies,Binders,422.35,-13.8,3,0.2,26.32
ORD-1552,10-2022,10-2022,South,Florida,Tampa,Furniture,Bookcases,827.2,-103.7,9,0,17.65
ORD-1553,07-2023,07-2023,East,Georgia,Savannah,Furniture,Bookcases,519.5,103.48,4,0,45.01
ORD-1554,12-2023,12-2023,Central,Ohio,Cincinnati,Office Supplies,Binders,538.02,-67.55,2,0,15.39
ORD-1555,05-2022,05-2022,East,Ohio,Cleveland,Technology,Copiers,627.64,102.7,10,0.2,10.19
ORD-1556,07-2022,07-2022,West,Florida,Tampa,Technology,Phones,814.83,308.57,6,0.1,24.8
ORD-1557,07-2022,07-2022,West,Illinois,Springfield,Office Supplies,Binders,720.29,168.73,6,0.1,40.75
ORD-1558,12-2023,12-2023,East,Florida,Miami,Furniture,Bookcases,768.18,80.67,4,0.5,9.5
ORD-1559,06-2022,06-2022,South,California,San Diego,Furniture,Bookcases,940.57,202.5,9,0.4,24.67
ORD-1560,11-2022,11-2022,South,Washington,Spokane,Technology,Copiers,913.63,-227.75,3,0.1,30.76
ORD-1561,07-2023,07-2023,South,California,Los Angeles,Office Supplies,Paper,131.35,-9.18,3,0,38.71
ORD-1562,07-2022,07-2022,East,Georgia,Atlanta,Office Supplies,Labels,488.47,-30.85,10,0.3,38.73
ORD-1563,04-2022,05-2022,East,Texas,Austin,Office Supplies,Paper,89.95,-23.07,8,0,8.84
ORD-1564,06-2022,07-2022,South,Illinois,Springfield,Technology,Phones,832.99,-139.85,7,0.2,16.01
ORD-1565,08-2023,08-2023,South,Texas,Austin,Technology,Accessories,570.07,57.41,3,0.2,35.15
ORD-1566,10-2023,10-2023,Central,Florida,Tampa,Office Supplies,Labels,794.08,-70.53,5,0.1,30.23
ORD-1567,07-2022,07-2022,West,California,San Francisco,Office Supplies,Paper,750.14,-68.49,10,0.3,9.95
ORD-1568,12-2022,12-2022,South,Washington,Seattle,Office Supplies,Paper,380.03,87.89,2,0,16.28
ORD-1569,03-2022,03-2022,South,Georgia,Augusta,Office Supplies,Binders,122.79,2.43,2,0,13.53
ORD-1570,09-2023,09-2023,South,Florida,Tampa,Office Supplies,Paper,485.27,1.83,3,0.5,30.2
ORD-1571,11-2022,11-2022,West,Texas,Dallas,Furniture,Bookcases,384.03,46.65,2,0.4,34.94
ORD-1572,02-2022,02-2022,East,Illinois,Chicago,Furniture,Chairs,116.16,35.57,1,0.2,22.75
ORD-1573,06-2022,06-2022,Central,Texas,Houston,Furniture,Bookcases,561.9,-16.27,2,0.5,16.3
ORD-1574,08-2023,08-2023,South,Illinois,Chicago,Furniture,Chairs,959.2,-100.93,3,0.5,16.13
ORD-1575,06-2022,06-2022,East,Georgia,Savannah,Office Supplies,Binders,963.25,256.04,4,0.3,14.54
ORD-1576,12-2023,12-2023,Central,New York,Buffalo,Furniture,Bookcases,241.56,-4.89,5,0.4,8.01
ORD-1577,03-2023,04-2023,South,California,Los Angeles,Office Supplies,Paper,472.18,97.45,3,0,18.31
ORD-1578,09-2023,09-2023,South,Florida,Orlando,Technology,Phones,355.17,16.09,1,0.4,23.38
ORD-1579,04-2023,04-2023,East,Ohio,Columbus,Furniture,Chairs,255.17,-46.73,1,0.3,19.71
ORD-1580,10-2022,11-2022,Central,Ohio,Cleveland,Furniture,Bookcases,986.66,175.36,1,0.2,30.39
ORD-1581,09-2023,09-2023,East,Illinois,Springfield,Office Supplies,Binders,838.19,192.57,1,0.2,33.4
ORD-1582,09-2022,09-2022,East,New York,Rochester,Technology,Copiers,952.81,202.26,7,0.4,26.09
ORD-1583,02-2023,03-2023,West,California,San Diego,Office Supplies,Binders,163.27,17.96,10,0.2,11.59
ORD-1584,09-2023,09-2023,Central,Illinois,Springfield,Furniture,Chairs,309.65,-33.2,6,0.2,35.62
ORD-1585,04-2022,04-2022,East,Texas,Houston,Technology,Accessories,470.85,54.36,1,0.1,46.18
ORD-1586,01-2023,01-2023,East,Texas,Houston,Technology,Copiers,104.48,-15.31,10,0.2,8.34
ORD-1587,10-2022,10-2022,West,California,San Francisco,Technology,Phones,484.02,32.12,1,0,35.23
ORD-1588,03-2022,03-2022,West,Washington,Spokane,Furniture,Bookcases,644.48,93.32,7,0.5,39.88
ORD-1589,03-2023,03-2023,East,Florida,Miami,Technology,Phones,321.8,51.39,10,0.5,13.59
ORD-1590,05-2022,05-2022,West,Florida,Tampa,Technology,Accessories,448.75,-69.55,3,0.3,32.67
ORD-1591,11-2023,11-2023,East,California,San Francisco,Office Supplies,Binders,629.95,135.59,4,0.1,13.84
ORD-1592,04-2023,04-2023,East,Washington,Tacoma,Furniture,Bookcases,547.27,-28.11,9,0.1,29.57
ORD-1593,04-2022,04-2022,South,Texas,Houston,Technology,Phones,603.99,206.86,9,0.1,14.27
ORD-1594,05-2023,05-2023,South,Washington,Spokane,Office Supplies,Labels,490.81,28.89,4,0.3,15.95
ORD-1595,01-2022,02-2022,East,Illinois,Chicago,Technology,Accessories,665.95,159.31,9,0.5,34.28
ORD-1596,10-2023,10-2023,West,Texas,Austin,Office Supplies,Labels,674.3,261.17,3,0.2,30.06
ORD-1597,01-2023,02-2023,West,Ohio,Cleveland,Office Supplies,Labels,581.28,-117.83,3,0.1,47.1
ORD-1598,11-2023,11-2023,West,New York,New York City,Technology,Accessories,830.98,82.14,2,0.1,31.81
ORD-1599,11-2023,11-2023,Central,Georgia,Atlanta,Office Supplies,Paper,628.08,165.09,5,0.3,12.37
ORD-1600,01-2023,01-2023,East,Ohio,Cleveland,Technology,Copiers,226.8,-4.38,4,0.4,27.33
ORD-1601,10-2023,10-2023,Central,Florida,Miami,Furniture,Tables,999.63,-138.46,7,0.5,30.44
ORD-1602,01-2023,01-2023,South,New York,New York City,Office Supplies,Binders,257.71,53.92,8,0.2,12.71
ORD-1603,01-2023,01-2023,East,California,San Diego,Office Supplies,Labels,204.29,-15.94,9,0.2,20.71
ORD-1604,09-2022,09-2022,South,New York,Buffalo,Furniture,Bookcases,612.32,144.69,1,0.1,21.51
ORD-1605,10-2022,10-2022,West,Georgia,Savannah,Office Supplies,Binders,758.18,239.86,9,0.2,47.69
ORD-1606,08-2022,08-2022,East,Ohio,Columbus,Furniture,Tables,86.63,37.87,2,0.1,14.35
ORD-1607,05-2023,05-2023,Central,Florida,Orlando,Furniture,Chairs,912.11,-147.58,10,0,41.81
ORD-1608,06-2023,06-2023,Central,California,San Francisco,Office Supplies,Binders,120.31,31.46,5,0,34.66
ORD-1609,01-2022,02-2022,South,Texas,Houston,Technology,Phones,636.88,-16.19,3,0.4,16.08
ORD-1610,10-2022,10-2022,West,California,San Francisco,Office Supplies,Paper,286.8,-41.92,1,0,13.88
ORD-1611,03-2023,03-2023,East,Ohio,Cincinnati,Furniture,Tables,707.24,-72.7,10,0.5,37.7
ORD-1612,01-2022,02-2022,Central,Washington,Spokane,Furniture,Tables,247.9,-20.74,8,0.3,42.27
ORD-1613,04-2023,04-2023,South,Washington,Spokane,Technology,Phones,244.81,-47.05,5,0.1,49.33
ORD-1614,01-2023,01-2023,South,Washington,Seattle,Office Supplies,Labels,343.52,2.41,8,0.5,23.82
ORD-1615,03-2022,03-2022,Central,Ohio,Columbus,Office Supplies,Binders,186.65,-46.64,6,0,49.55
ORD-1616,11-2023,11-2023,East,Washington,Seattle,Office Supplies,Binders,799.15,21.93,6,0.3,8.55
ORD-1617,01-2022,01-2022,East,Washington,Spokane,Furniture,Tables,230.77,4.28,6,0.4,15.62
ORD-1618,05-2022,06-2022,South,Texas,Houston,Office Supplies,Binders,530.61,226.56,3,0,26.77
ORD-1619,04-2022,04-2022,East,Georgia,Augusta,Furniture,Bookcases,329.41,22.87,3,0.4,46.34
ORD-1620,10-2022,10-2022,East,New York,New York City,Office Supplies,Labels,932.52,-23.47,8,0.2,32.48
ORD-1621,03-2022,03-2022,Central,Illinois,Chicago,Technology,Phones,810.54,269,7,0.3,34.06
ORD-1622,12-2022,12-2022,South,Florida,Miami,Office Supplies,Paper,525.91,-2.19,8,0.2,18.58
ORD-1623,02-2022,02-2022,West,Illinois,Chicago,Office Supplies,Labels,171.1,-19.32,2,0.1,39.47
ORD-1624,04-2023,04-2023,Central,Illinois,Chicago,Office Supplies,Binders,763.6,-15.55,2,0.3,19.35
ORD-1625,01-2023,01-2023,East,Georgia,Augusta,Furniture,Chairs,537.9,-111.1,1,0,31.11
ORD-1626,06-2023,06-2023,South,Texas,Dallas,Furniture,Tables,894.79,302.65,2,0.3,22.25
ORD-1627,12-2022,12-2022,Central,Washington,Spokane,Furniture,Chairs,280.5,100.94,2,0.1,31.27
ORD-1628,01-2022,01-2022,West,New York,New York City,Technology,Copiers,833.71,360.63,7,0.1,43.13
ORD-1629,08-2022,08-2022,South,Florida,Miami,Office Supplies,Labels,98.66,-6.47,8,0.5,28.7
ORD-1630,02-2023,02-2023,Central,New York,New York City,Technology,Accessories,934.5,-39.12,9,0.3,32.41
ORD-1631,04-2023,05-2023,South,Florida,Orlando,Furniture,Tables,942.67,-109.52,5,0,34.15
ORD-1632,06-2023,06-2023,West,Illinois,Chicago,Technology,Phones,863.73,279.81,10,0.1,16.54
ORD-1633,03-2022,03-2022,South,Illinois,Peoria,Technology,Copiers,511.23,138.26,7,0,13.83
ORD-1634,02-2023,02-2023,South,Illinois,Chicago,Furniture,Tables,602.63,-92.51,6,0.3,31.42
ORD-1635,07-2022,08-2022,Central,Washington,Seattle,Furniture,Tables,966.23,-27.95,7,0.3,13.21
ORD-1636,12-2022,12-2022,East,Illinois,Springfield,Technology,Phones,735.35,169.94,10,0.1,47.08
ORD-1637,06-2023,06-2023,Central,Washington,Tacoma,Office Supplies,Paper,37.27,-4.89,2,0.5,36.8
ORD-1638,09-2022,09-2022,West,Washington,Seattle,Furniture,Tables,947.54,-19.32,3,0.2,28.12
ORD-1639,09-2022,09-2022,East,Illinois,Springfield,Office Supplies,Labels,341.75,-87.44,10,0.1,24.06
ORD-1640,05-2022,05-2022,West,Florida,Tampa,Technology,Phones,265.08,3.09,6,0,44.08
ORD-1641,05-2022,05-2022,West,Washington,Tacoma,Furniture,Bookcases,554.5,6.29,2,0.5,49.41
ORD-1642,07-2023,07-2023,East,California,San Diego,Office Supplies,Binders,266.32,103.91,5,0,26.94
ORD-1643,06-2022,06-2022,West,Texas,Houston,Office Supplies,Labels,370,100.51,1,0,7.71
ORD-1644,11-2023,11-2023,East,Ohio,Columbus,Technology,Copiers,165.86,43.43,9,0.4,12.67
ORD-1645,12-2022,12-2022,Central,Texas,Dallas,Technology,Copiers,919.39,-157.46,9,0.2,26.64
ORD-1646,09-2023,09-2023,South,Georgia,Savannah,Furniture,Chairs,155.05,0.36,6,0.2,45.41
ORD-1647,01-2023,01-2023,South,New York,New York City,Technology,Accessories,441.23,123.81,3,0.3,46.71
ORD-1648,12-2022,12-2022,West,Georgia,Augusta,Office Supplies,Labels,784.2,271.4,8,0,29.69
ORD-1649,04-2022,04-2022,West,California,San Diego,Technology,Accessories,523.53,155.13,10,0,47.72
ORD-1650,11-2022,11-2022,South,New York,Rochester,Technology,Accessories,992.76,-4.73,6,0.3,6.44
ORD-1651,03-2022,03-2022,West,Ohio,Cincinnati,Office Supplies,Paper,408.06,48.74,5,0.5,19.33
ORD-1652,07-2023,07-2023,South,Texas,Austin,Furniture,Chairs,81.49,-6.24,3,0,40.09
ORD-1653,08-2022,08-2022,Central,Texas,Houston,Furniture,Bookcases,528.87,139.03,1,0.4,42.17
ORD-1654,04-2022,04-2022,Central,Ohio,Cincinnati,Office Supplies,Paper,17.17,4.15,3,0.5,49.71
ORD-1655,07-2023,07-2023,East,New York,Rochester,Furniture,Bookcases,316.24,25.55,5,0.4,32.68
ORD-1656,09-2022,09-2022,Central,Washington,Seattle,Furniture,Chairs,780.59,128.71,1,0.1,14.91
ORD-1657,02-2023,02-2023,South,California,San Diego,Technology,Accessories,339.21,114.86,1,0.2,23.65
ORD-1658,08-2022,09-2022,East,Texas,Houston,Technology,Phones,519.7,-51.83,8,0,41.32
ORD-1659,08-2022,08-2022,West,Illinois,Chicago,Furniture,Chairs,590.3,-52.03,2,0.1,14
ORD-1660,04-2022,04-2022,South,California,San Francisco,Furniture,Chairs,963.91,61.78,1,0.5,40.02
ORD-1661,11-2023,11-2023,East,Georgia,Atlanta,Office Supplies,Labels,78.94,-3.36,7,0.4,5.45
ORD-1662,06-2023,06-2023,West,Texas,Austin,Office Supplies,Paper,807.16,348.57,3,0,31.56
ORD-1663,06-2022,06-2022,Central,Texas,Houston,Technology,Phones,555.94,120.39,1,0.2,16.12
ORD-1664,02-2022,02-2022,South,New York,Buffalo,Furniture,Bookcases,496.39,-3.44,7,0.3,27.51
ORD-1665,12-2022,12-2022,Central,Texas,Dallas,Office Supplies,Paper,843.99,-92.65,10,0.4,49.83
ORD-1666,03-2022,03-2022,Central,California,San Francisco,Office Supplies,Labels,495.75,102.71,2,0,44.61
ORD-1667,03-2022,03-2022,Central,California,San Diego,Technology,Accessories,755.4,131.69,2,0,28.17
ORD-1668,04-2022,04-2022,South,Texas,Houston,Office Supplies,Paper,697.36,30.78,9,0.5,22.17
ORD-1669,08-2023,08-2023,South,Florida,Orlando,Technology,Accessories,646.32,-3.22,9,0.5,46.5
ORD-1670,09-2023,09-2023,East,Georgia,Atlanta,Office Supplies,Binders,421.47,21.32,1,0.2,42.29
ORD-1671,12-2023,12-2023,South,New York,Buffalo,Technology,Accessories,317.34,40.54,4,0.4,5.48
ORD-1672,02-2022,02-2022,East,Florida,Miami,Furniture,Tables,498.13,-70.68,8,0.2,40.25
ORD-1673,02-2022,02-2022,Central,Georgia,Atlanta,Technology,Accessories,352.87,16.52,4,0.2,16.06
ORD-1674,08-2023,08-2023,Central,Texas,Dallas,Technology,Accessories,222.08,59.81,10,0.3,31.04
ORD-1675,04-2023,05-2023,South,Georgia,Savannah,Furniture,Bookcases,328.06,96.31,2,0.4,35.53
ORD-1676,09-2022,09-2022,West,New York,Rochester,Office Supplies,Labels,191.5,7.7,9,0.3,12.45
ORD-1677,07-2023,08-2023,West,Ohio,Cleveland,Technology,Accessories,379.89,92.61,5,0.3,34.39
ORD-1678,10-2022,10-2022,Central,California,Los Angeles,Technology,Accessories,196.98,-21.55,2,0.5,14.73
ORD-1679,06-2023,06-2023,East,Texas,Austin,Technology,Phones,788.91,-5.64,8,0.1,14.59
ORD-1680,07-2023,07-2023,Central,Texas,Dallas,Office Supplies,Binders,369.76,29.57,4,0.1,42.21
ORD-1681,12-2023,12-2023,Central,Illinois,Springfield,Furniture,Chairs,300.76,-9.44,9,0.2,14.57
ORD-1682,07-2022,07-2022,East,Ohio,Columbus,Furniture,Tables,911.27,175,9,0.4,46.94
ORD-1683,09-2023,09-2023,West,Georgia,Atlanta,Furniture,Tables,375.78,128.66,7,0.1,23.62
ORD-1684,11-2023,11-2023,West,California,Los Angeles,Furniture,Bookcases,168.91,73.91,3,0,28.65
ORD-1685,12-2023,12-2023,East,Florida,Orlando,Furniture,Tables,63.89,19.36,2,0,9.81
ORD-1686,01-2022,01-2022,East,California,San Francisco,Office Supplies,Binders,976.39,123.02,10,0.1,10.41
ORD-1687,01-2022,01-2022,West,Florida,Tampa,Technology,Phones,618.19,35.93,7,0,48.01
ORD-1688,09-2023,10-2023,East,Florida,Tampa,Furniture,Chairs,219,61.42,6,0.2,30.44
ORD-1689,01-2022,01-2022,West,Georgia,Augusta,Technology,Copiers,409.06,46.64,9,0,9.13
ORD-1690,12-2023,12-2023,West,Washington,Spokane,Technology,Phones,127.16,7.74,4,0.4,28.91
ORD-1691,12-2023,12-2023,Central,Illinois,Peoria,Furniture,Tables,215.47,53.28,10,0.1,39.05
ORD-1692,09-2023,09-2023,East,California,Los Angeles,Technology,Accessories,153.1,19.45,4,0.4,7.44
ORD-1693,10-2023,10-2023,Central,Georgia,Atlanta,Office Supplies,Labels,639.66,73.4,9,0.5,48.5
ORD-1694,01-2023,02-2023,West,California,San Diego,Furniture,Tables,570.52,67.47,2,0.4,33.64
ORD-1695,03-2022,03-2022,East,Washington,Spokane,Technology,Accessories,484.94,106.55,9,0.4,28.43
ORD-1696,02-2022,02-2022,South,California,Los Angeles,Office Supplies,Paper,668.57,181.47,10,0.3,18.25
ORD-1697,04-2023,04-2023,East,New York,New York City,Furniture,Bookcases,143.39,20.65,7,0.2,7.13
ORD-1698,10-2023,11-2023,West,Illinois,Peoria,Technology,Copiers,85.89,29.67,8,0.2,24.93
ORD-1699,08-2022,08-2022,South,Georgia,Savannah,Technology,Copiers,206.8,43.5,8,0.2,27.97
ORD-1700,07-2023,07-2023,West,California,San Francisco,Furniture,Chairs,60.49,25.24,10,0,32.33
ORD-1701,12-2023,12-2023,South,Washington,Seattle,Technology,Phones,267.1,113.7,10,0,29.81
ORD-1702,10-2023,10-2023,West,Washington,Seattle,Furniture,Tables,852.06,145.38,4,0.2,9.77
ORD-1703,02-2023,02-2023,East,New York,Rochester,Technology,Copiers,33.83,-5.68,5,0.3,31.83
ORD-1704,10-2022,10-2022,West,Illinois,Chicago,Furniture,Bookcases,373.8,-9.43,5,0,38.76
ORD-1705,07-2023,07-2023,East,California,San Francisco,Technology,Phones,544.96,192.93,5,0,19.5
ORD-1706,08-2022,08-2022,East,Illinois,Chicago,Office Supplies,Paper,34.86,-4.58,7,0.2,34.97
ORD-1707,02-2022,02-2022,West,Ohio,Columbus,Furniture,Chairs,303.02,119.1,10,0.2,10.88
ORD-1708,04-2022,05-2022,Central,Texas,Dallas,Technology,Accessories,749.76,195.24,7,0.4,39.34
ORD-1709,08-2023,09-2023,West,Florida,Orlando,Furniture,Tables,812.53,54.88,2,0.5,46.3
ORD-1710,04-2022,04-2022,South,Illinois,Springfield,Office Supplies,Binders,923.39,159.31,1,0.3,22.66
ORD-1711,05-2023,06-2023,South,Ohio,Cleveland,Furniture,Chairs,391.96,60.58,8,0.3,45.4
ORD-1712,05-2022,05-2022,South,Washington,Tacoma,Technology,Copiers,399.84,71.42,1,0.5,23.33
ORD-1713,04-2023,04-2023,Central,New York,New York City,Furniture,Bookcases,552.97,25.2,5,0.5,5.84
ORD-1714,03-2022,03-2022,Central,Texas,Austin,Furniture,Tables,850.55,153.63,8,0.4,38.34
ORD-1715,04-2023,04-2023,Central,New York,Buffalo,Technology,Phones,923.73,108.47,8,0,22.63
ORD-1716,04-2022,04-2022,West,California,San Francisco,Technology,Phones,580.41,44.24,8,0.2,12.44
ORD-1717,05-2023,05-2023,East,Texas,Austin,Office Supplies,Paper,168.14,39.61,7,0.5,30.86
ORD-1718,01-2023,01-2023,East,Texas,Dallas,Technology,Copiers,760.46,194.91,10,0.4,16.84
ORD-1719,09-2023,09-2023,Central,Georgia,Atlanta,Furniture,Chairs,875.1,-153.22,4,0.1,27.87
ORD-1720,06-2023,07-2023,East,Washington,Tacoma,Technology,Accessories,386.73,52.1,8,0.3,16.4
ORD-1721,09-2023,09-2023,West,Florida,Tampa,Office Supplies,Binders,29.99,3.86,9,0.3,45.3
ORD-1722,05-2022,06-2022,East,Washington,Tacoma,Office Supplies,Binders,653.63,77.88,8,0.4,28.59
ORD-1723,01-2023,01-2023,Central,Florida,Tampa,Office Supplies,Labels,861.84,138.07,10,0.2,22.05
ORD-1724,08-2023,08-2023,Central,Georgia,Savannah,Office Supplies,Binders,161.35,44.53,10,0,44.5
ORD-1725,04-2022,04-2022,East,Georgia,Augusta,Furniture,Chairs,460.34,-113.15,4,0.1,18.21
ORD-1726,08-2023,08-2023,South,California,San Francisco,Technology,Phones,57.44,11.11,6,0.4,41.92
ORD-1727,08-2023,08-2023,South,Texas,Dallas,Technology,Accessories,891.52,203.54,7,0,36.97
ORD-1728,07-2023,07-2023,West,Ohio,Columbus,Office Supplies,Binders,563.68,127.44,9,0,35.82
ORD-1729,12-2023,12-2023,Central,Texas,Houston,Furniture,Bookcases,681.33,-163.92,10,0,23.85
ORD-1730,07-2022,07-2022,East,Texas,Austin,Technology,Copiers,91.16,1.61,5,0.5,15.46
ORD-1731,08-2023,08-2023,Central,California,San Diego,Technology,Phones,863.97,29.7,6,0.5,7.22
ORD-1732,07-2022,07-2022,East,California,Los Angeles,Technology,Accessories,158.54,46.9,6,0.1,27.17
ORD-1733,09-2023,09-2023,Central,New York,Rochester,Office Supplies,Paper,954.81,344.81,3,0.1,17.78
ORD-1734,01-2023,01-2023,East,Florida,Orlando,Furniture,Chairs,962.38,268.65,8,0.2,13.58
ORD-1735,03-2022,03-2022,Central,Texas,Houston,Furniture,Tables,89.13,24.27,4,0.3,19.52
ORD-1736,04-2022,04-2022,Central,Washington,Tacoma,Furniture,Tables,346.58,112.88,6,0.2,33.26
ORD-1737,12-2023,12-2023,South,Florida,Orlando,Office Supplies,Paper,749.66,-7.73,2,0.5,33.68
ORD-1738,10-2023,10-2023,East,Ohio,Columbus,Furniture,Chairs,547.79,-17.6,4,0.4,33.32
ORD-1739,09-2022,09-2022,Central,Texas,Houston,Furniture,Tables,102.29,4.59,4,0.1,37.53
ORD-1740,02-2022,03-2022,West,Illinois,Springfield,Technology,Copiers,604.1,64.63,8,0.4,15.03
